temp_level,moisture,wind_risk,rain_status,advisory_type,status,severity_score,title,message,time_window,icon_type,source,uid,created_at,updated_at,deleted_at
Very Hot,Balanced,Strong Gusts,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,ace66957-0dde-438d-a3c5-505e99c931b8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,4ee00e2b-705d-4d7a-b2fb-19fe5e68c519,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,f95feb8e-f31f-434b-b2bf-f9cdcbb5405b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,aa4251e8-1b02-4c77-ad88-ccbebcaaa9e0,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,b3ad0628-629a-48af-ac48-d3944c04a3b8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,0ccdc2da-44be-4554-b701-d6387eb5e32d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,a6b0a504-46af-4470-90eb-92c2056be942,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,a07e1ec8-7681-4632-bb0a-905afecaa82a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,e72f8fe3-7eab-4f99-b1a7-f724d4c888ec,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,1048f0a7-130b-498e-bac0-6b0752ff4ae5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,4b9211f3-2828-4bd6-9fb2-25027860c50d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Balanced,Strong Gusts,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,b2d68c49-d809-4464-afce-6cbbd2df3a06,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,2cdb1e32-2ca3-4526-b5d8-6af3582dbdce,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,a269969a-177b-4cc8-a5f6-f0bf5f4ab71f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,e5354943-4a45-4d57-b6a6-1c761dbdd3ca,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,78614572-1a4a-4788-bd88-429b5f11e1e3,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,4dd046ec-1ce7-4be6-9ab5-d847ebe8c421,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,5544a56a-7907-4777-8ffe-0a882c39a187,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,68dd434f-ccc5-4e18-8eea-77632c8cadab,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,64336311-f0e4-4345-b0a0-a25f82c33cab,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,a1abe158-5b6b-4662-a9c7-ec7968207589,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,46390b16-1728-4412-9f94-d27df4a02269,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,eaa9f48b-4b38-4ae6-a36f-7806659ef4e2,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Calm,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,e428e094-ff48-4b2c-b8dc-ab59e92ad4aa,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,5d2a6121-9adc-40ba-a680-69d933189b1f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,985b5e62-b6ea-430b-bee9-28c62de6a989,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,01eb5a9b-d0ba-46cb-b3a1-c85ff6c2ed5d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,107aaa92-2956-46c4-88b8-1c4725da1fd0,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,d8fef2b9-f77b-4f37-ae5e-59c61afea715,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,537fa8f0-3bbc-4597-8988-a796b35109a5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,78a313a0-2d52-4456-802e-1b11789b192f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,10cb3aec-338b-4be6-9ddd-5610e61c260b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,2656056c-bbc4-4040-8e45-b901325f5950,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,a78ae86e-1f36-412d-b437-93c3313d3bd8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,6e105466-1e8f-4ddc-8540-127d88d28a05,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Breezy,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,756c22de-0e09-4d71-b8d9-092130cd957b,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Dry,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,cde6c68b-c73d-4cfa-b002-87d49365d908,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Dry,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,53a9f008-0ca6-4d11-b01e-611d14dc5c93,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Dry,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,26179826-c1e5-4d79-86f2-5f372e0d4fe6,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Dry,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,a8e0c4ad-ca77-4bec-8d42-467eb0eeb7b9,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Light Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,d9a6e308-488e-4d41-80e2-c2b9372e9630,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Light Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,43e91824-9067-41bd-9c6e-c86ecdca6600,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Light Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,1d35a4e4-b766-4e92-a523-4250bb2312ed,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Light Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,d47a84b4-6408-4168-84f5-490face7d190,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Heavy Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,5a9b5f91-9de0-4172-8536-a49c5a04692a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Heavy Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,31591720-ce57-4c94-b9de-5a341d28ee64,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Heavy Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,9d5a5ea8-5ea9-43d4-980f-5040da078a41,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Very Hot,Humid,Strong Gusts,Heavy Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,aa13744e-2233-4aed-b7d9-ad419f62f99e,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Dry,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,960da03a-8381-445d-8f8c-9942ca114c9c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Dry,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,5eff2a0d-03b6-4323-a46c-8d7bfd7cdd79,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Dry,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,28ded713-c3c6-4951-a542-c46016665f1c,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Dry,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,d9e8edff-f5ca-4bbf-a94f-4d0b2ce7c6d4,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Light Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,50cdca75-6fad-4fe3-9454-557750c4d525,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Light Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,cde16658-4f0e-485b-97ed-0eca3dfa533f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Light Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,2745be1b-3106-499f-aa8e-3556d2abbd45,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Light Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,1464f628-6207-47c4-87cc-a5317cd36679,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Heavy Rain,irrigation,CAUTION,45,Irrigation Caution,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Before 8 AM,droplet,manual,cca76337-0b1c-4b5b-a6da-95aae0abf6d7,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Heavy Rain,spraying,CAUTION,45,Spray With Caution,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Before 10 AM,spray,manual,4caf7d25-dbea-44d8-bd52-1ed8a334d07d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Heavy Rain,fungal_risk,CAUTION,45,Monitor Fungal Risk,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,c2af4785-9adc-4902-99ca-c8ca67d7a475,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Calm,Heavy Rain,field_work,CAUTION,45,Limit Field Work Hours,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Before 10 AM or After 5 PM,tractor,manual,bac55c75-901d-48c5-9fbc-fe9a75babed0,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Dry,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,63b343ae-fed5-4f8f-946d-122405695aa5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Dry,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,2b8960f1-7544-4518-a339-3dd247f4203a,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Dry,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,db646175-e0cb-470c-a7a5-4270912063b8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Dry,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,a851d7ce-8879-4328-8840-381724fccf5d,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Light Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,2df345e6-ac28-4ca1-8217-703f02ee5929,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Light Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,cc87a023-d50b-42da-9257-04c78cc21746,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Light Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,94e79a6d-a7cc-468e-ac45-363a7b97f098,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Light Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,bebf7a07-e3cc-4697-97e9-47b8f25cfdc8,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Heavy Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,d896e97d-6888-4590-acc5-a07ff1616618,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Heavy Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,5c14ed7e-b8a9-4dc0-85cf-288c48fbccef,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Heavy Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,76b8fb12-a902-48d8-ac0a-5b39feb9b663,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Breezy,Heavy Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,56754684-373e-4434-b6cb-33e90b8ac9c5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Dry,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,bd1d77db-2945-4e34-94f1-1c71b07f3c2e,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Dry,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,6759eac0-b432-449b-945a-deb1d70cd353,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Dry,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,af1ae368-5651-4e3e-be4d-73447eb2716f,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Dry,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,57f32c1c-5e20-4d75-a16e-e523b6aec9f0,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Light Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,b892fd66-07ea-49d5-aff4-780c7a82ee14,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Light Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,13571e23-a516-4961-bdc9-e3f0d4b05cdf,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Light Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,3ac0d015-474e-44f2-9ecf-3555d66a9112,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Light Rain,field_work,URGENT,80,Stop Field Work Now,FIELD WORK: It is getting very hot. Do your heavy work while it is still cool to keep yourself and your plants healthy.,Avoid Today,alert,manual,cc90d964-dd7f-4c45-89f0-a2911d181ea5,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Heavy Rain,irrigation,URGENT,80,Stop Irrigation Now,WATERING: The ground is dry. Best to water in the early morning so the plants stay strong during the heat.,Avoid Today,droplet,manual,49c63243-a6ec-4ab4-a944-8c8ef54b3fba,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Heavy Rain,spraying,URGENT,80,Avoid Spraying Today,SPRAYING: The air is calm right now. Spray your crops now before the wind picks up and wastes your medicine.,Avoid Today,spray,manual,3bbfc0f1-b0ac-4bc5-b4fe-b448ce9b95b0,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
Extreme Heat,Very Dry,Strong Gusts,Heavy Rain,fungal_risk,URGENT,80,High Fungal Alert,DISEASE ALERT: It is very damp and warm. Check your leaves for rot and use protection to save your harvest.,,warning,manual,eaa1d578-07f8-4a5e-8782-20e44a287cb6,2026-03-04 09:37:52.714000+00:00,2026-03-04 09:37:52.714000+00:00,
