category,item_name,disease_name,scientific_name,treatment,language,uid,created_at,updated_at,deleted_at
vegetable,Amaranth,White Rust (Fungal),Albugo bliti,"White blisters appear on the underside of leaves. The upper side shows yellow patches. Treatment: Avoid overhead watering. Harvest frequently to remove the inoculum. If severe, spray a mild copper fungicide, but wait 7-10 days before harvesting greens for food.",en,knowledge_base_f8ffc4ba-dc0e-469c-91f3-53f9a6d7e0e1,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amaranth,White Rust (Fungal Infection),Albugo bliti,"White, raised blisters appear on the undersides of leaves, while the upper side shows yellow patches. This ruins the leafy green quality. Harvest early if spots appear. Rotate crops; do not plant amaranth in the same spot repeatedly. Spray Mancozeb or Ridomil if not harvesting immediately, but stick to safety periods.",en,knowledge_base_55224f63-c2a0-41a6-88ff-393e50bf4f27,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amaranth,Leaf Blight (Fungal Infection),Rhizoctonia solani,"Leaves develop brown, water-soaked spots that rot rapidly, especially during rainy seasons (wet rot). Improve drainage and avoid dense planting. Remove infected plants immediately. Spraying with cow urine (diluted 1:10) or Neem oil can act as a preventive bio-fungicide.",en,knowledge_base_5df9a1f1-239c-4dfd-a3b3-c6dc89ab788e,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amaranth,Amaranth Stem Weevil (Insect Infestation),Hypolixus truncatulus,"Grubs bore into the succulent edible stems, causing the plant to wither and break. Look for swellings on the stem. Cut open swollen stems to kill larvae. Remove wild amaranth weeds nearby which host the pest. Soil application of Neem cake helps repel the adults from laying eggs.",en,knowledge_base_b9658dd6-be63-475d-a16f-d2fa6755c1a9,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amaranth,Leaf Webber (Insect Infestation),Hymenia recurvalis,Caterpillars roll leaves together and feed inside. Hand squeezing the rolled leaves kills the larvae (if you are not squeamish) or pick them off. Spraying a 5% Neem Seed Kernel Extract (NSKE) is very effective and safe for leafy greens.,en,knowledge_base_49596896-928c-498e-9262-7edfb797bbf4,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amaranth,Damping Off (Fungal Infection),Pythium aphanidermatum,Affects young seedlings/microgreens; the stem rots at the soil line and the plant topples. Use sterilized potting soil. Do not overwater. Treat seeds with Trichoderma viride before sowing. Ensure plenty of sunlight and air circulation for seedlings.,en,knowledge_base_8be4c0ad-d85b-4f3a-b722-db9250d83c40,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amaranth,Aphids (Insect Infestation),Aphis gossypii,Clusters of green/black insects on the stem and leaf undersides suck sap and cause curling. Wash with a strong jet of water. Spray soapy water or Neem oil. Ladybugs are excellent natural controllers for this pest.,en,knowledge_base_0cf70e5f-0492-4e74-b9ac-844e71f5fb1b,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amaranth,Mosaic Virus (Viral Infection),Amaranthus Mosaic Virus,Yellow veins and mottled leaves. The leaves become small and brittle. Pull out infected plants immediately. Control the vectors (aphids/whiteflies). Keep the field weed-free.,en,knowledge_base_185bb958-3902-4cb8-b677-ae71225e0083,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Leaf Beetle (Insect),Podontia quatuordecimpunctata,"A specific beetle (Podontia) eats the leaves, sometimes stripping the tree bare (defoliation). Treatment: Look for large, colorful beetles on the leaves in June-July. Handpick them (they are sluggish in the morning). Dig up the soil around the tree base in summer to kill the pupae hiding there.",en,knowledge_base_99cd277e-1326-4b57-b0b9-a56505a55988,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Fruit Fly (Insect Larvae),Bactrocera dorsalis,"Maggots bore into the mature green fruit, causing it to rot from the inside and fall prematurely. Treatment: This is the biggest problem for Amatekayi. Hang ""Methyl Eugenol"" traps on the tree branches when fruits start developing. Collect and bury fallen fruits deep in the ground to break the cycle.",en,knowledge_base_35738fb3-ede2-4313-9221-b6d36d38ed3c,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Anthracnose (Fungal Infection),Colletotrichum gloeosporioides,"Black, sunken spots appear on the fruit skin, which may lead to rotting. Prune the tree to allow light to the inner branches. Spray Copper Oxychloride before flowering and after fruit set. Post-harvest, wash fruits in warm water (50°C) to reduce surface infection.",en,knowledge_base_32768232-45bc-42bd-896d-ca83d4a3f9ef,2026-01-12 19:09:08.013000+00:00,,
vegetable,Capsicum,Thrips (Insect Infestation),Scirtothrips dorsalis,Tiny insects cause upward curling of leaves and scabby/corky streaks on the fruit skin. Use blue sticky traps. Spray Imidacloprid or Neem oil.,en,knowledge_base_0c39467b-a0c4-4779-859e-74f9ee92dc6a,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Sooty Mold (Fungal Infection),Capnodium spp.,"A black, sticky coating covers the fruit and leaves, growing on honeydew from scale insects. It makes the fruit look dirty. Control the scale insects with Neem oil. Wash the harvested fruit with a mild soap solution to remove the mold before selling or eating.",en,knowledge_base_ee919c24-9b1b-427e-ac6d-eb4a906578c0,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Fruit Canker (Bacterial Infection),Xanthomonas campestris pv. mangiferaeindicae,"Corky, brown, raised lesions appear on the fruit surface. It is difficult to cure. Prune infected twigs during the dry season. Spray Streptocycline (an antibiotic) coupled with copper fungicide during early fruit development.",en,knowledge_base_653803c5-1fc2-474b-9828-7a1d6133cbca,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Stem End Rot (Fungal Infection),Lasiodiplodia theobromae,"Rot starts at the stalk end of the harvested fruit and spreads downwards. Avoid pulling fruits; clip them with a stalk attached. Prevent bruising during harvest. Store in a cool, dry place.",en,knowledge_base_9dc426a6-0d67-4966-827f-06b462091201,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Scale Insects (Insect Infestation),Aspidiotus destructor,"Small, waxy bumps on the fruit surface suck sap and ruin the appearance. Scrub them off with a soft brush if the infestation is light. Prune heavily infested branches. Apply horticultural oil spray.",en,knowledge_base_ca749bc9-1cd1-44e2-ab6d-e4bbc08e8807,2026-01-12 19:09:08.013000+00:00,,
vegetable,Lettuce,Gray Mold (Fungal),Botrytis cinerea,Fuzzy gray mold on lower leaves touching soil. Treatment: Mulch to keep leaves off mud. Water in the morning.,en,knowledge_base_36677d23-d9bb-4ec7-bac4-bb8bb90cfa4f,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Physiological Fruit Drop (Physiological),Non-pathogenic (Physiological),Young fruits drop off due to water stress or nutrient lack. Mulch the tree base to retain moisture. Water regularly during fruit setting. Apply a balanced fertilizer with micronutrients.,en,knowledge_base_2e4222f2-f2a9-4f69-ac60-705d6191d9ad,2026-01-12 19:09:08.013000+00:00,,
vegetable,Amatekayi,Fruit Fly (Insect Infestation),Bactrocera dorsalis,"Maggots feed inside the ripening fruit, causing it to rot and drop. Set up methyl eugenol pheromone traps to catch male flies. Collect and bury all fallen fruits to break the cycle. Harvest fruits while they are mature but still firm (green) to avoid infestation.",en,knowledge_base_0feb5320-6cf2-4532-87f0-95f3c939496c,2026-01-12 19:09:08.013000+00:00,,
vegetable,Arrowroot,Leaf Blight (Fungal),Pellicularia filamentosa,"Coastal/Kerala Crop. Large, irregular brown spots with yellow halos appear on the leaves. Leaves dry up, reducing tuber yield. Treatment: Cut off and burn infected leaves. Ensure the soil drains well, as high humidity fuels the fungus. Mulch with dry leaves to prevent soil splash.",en,knowledge_base_716a77a9-3223-43c7-acf6-23ff6aff140c,2026-01-12 19:09:08.013000+00:00,,
vegetable,Arrowroot,Bacterial Soft Rot (Bacterial Infection),Pectobacterium carotovorum,"This causes the rhizomes to turn soft, watery, and mushy with a distinct foul odor. It thrives in wet, poorly drained soils. To manage it, immediately dig up and destroy any infected plants to prevent the bacteria from spreading to the soil. Ensure you plant in raised beds with excellent drainage. After harvest, wash the rhizomes in clean water and let them dry completely in a cool area before storage. discard any tubers with cuts or bruises immediately.",en,knowledge_base_7d5dd10d-839a-44de-96d2-06dc2dcb0dd2,2026-01-12 19:09:08.013000+00:00,,
vegetable,Arrowroot,Pythium Rhizome Rot (Fungal Infection),Pythium myriotylum,"This infection creates water-soaked lesions on the rhizomes that eventually turn brown and decay, especially in waterlogged conditions. Prevention is key: never overwater your crop and ensure the soil is loose and sandy. If you detect rot during the growing season, reduce watering immediately and improve airflow. When planting next season, treat your seed rhizomes with a biological fungicide like Trichoderma to protect them from soil-borne spores. Rotate crops and avoid planting in the same spot for 3 years.",en,knowledge_base_fe3a75cb-b206-444e-b9b7-cd18b92115b5,2026-01-12 19:09:08.013000+00:00,,
vegetable,Arrowroot,Fusarium Dry Rot (Fungal Infection),Fusarium solani,"Unlike soft rot, this fungus causes the internal flesh of the arrowroot to become dry, powdery, and brown while the skin wrinkles. It often enters through harvest wounds. To treat, you must ""cure"" your harvest by leaving the rhizomes in a warm, shaded, well-ventilated spot for a few days to heal minor skin injuries. Handle the harvest gently to avoid bruises. If you see white or pink mold developing on stored tubers, remove them instantly to save the rest.",en,knowledge_base_6d8e38bc-a5d2-47d7-9411-3d09891b8029,2026-01-12 19:09:08.013000+00:00,,
vegetable,Arrowroot,Banded Leaf and Sheath Blight (Fungal Infection),Rhizoctonia solani,"While often seen on leaves, this fungus (Rhizoctonia solani) can travel down and rot the rhizome scales, causing brown, scabby lesions. It spreads rapidly in hot, humid weather. To control it, strip away infected lower leaves and keep the base of the plant clear of weeds and debris. Avoid piling soil too high against the stems. If the infection is severe, harvest the mature rhizomes early to prevent the rot from penetrating deeper into the edible flesh.",en,knowledge_base_b3b50d12-4811-464c-be62-8a3148caabe5,2026-01-12 19:09:08.013000+00:00,,
vegetable,Arrowroot,Burrowing Nematode Damage (Parasitic Infection),Radopholus similis,"These microscopic worms burrow into the rhizome, causing dark, necrotic tunnels inside the white flesh, which leads to secondary rotting. Since they live in the soil, your best treatment is hot water disinfection: soak your planting material in 50°C water for 20–30 minutes before planting. Add plenty of organic compost or neem cake to your soil, as this encourages beneficial microbes that naturally suppress nematode populations. Avoid planting arrowroot in soil previously used for bananas or ginger.",en,knowledge_base_49d45338-1bac-4f9b-b05d-42aca40af54b,2026-01-12 19:09:08.013000+00:00,,
vegetable,Artichoke,Gray Mold (Fungal),Botrytis cinerea,Fuzzy gray mold appears on the flower head. Treatment: Ensure wide spacing. Avoid overhead watering. Harvest early in damp weather.,en,knowledge_base_e9839175-67ba-4d52-9b12-d5fe07f922f9,2026-01-12 19:09:08.013000+00:00,,
vegetable,Arugula,Flea Beetles (Insect),Phyllotreta spp.,"Tiny black beetles chew ""shotholes"" in leaves. Treatment: Use yellow sticky traps. Cover young plants with fine mesh. Dust leaves with wood ash.",en,knowledge_base_2fc3e63a-df68-4a3c-8819-1e24ed47aab6,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Melon Fruit Fly (Insect Larvae),Bactrocera cucurbitae,"This is the most destructive pest. Adult flies puncture young fruits to lay eggs, and maggots eat the inside, causing the fruit to rot. Treatment: Wrap young fruits in newspaper or cloth bags as soon as they set (finger size) to create a physical barrier. Use ""Methyl Eugenol"" pheromone traps to lure and catch male flies. Collect and bury any fallen, infested fruit deep in the soil to kill the maggots.",en,knowledge_base_c3fc1fb3-e7cc-483f-a17a-af9d08a535c1,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Fruit Rot (Fungal),Phytophthora capsici,"Water-soaked, soft lesions appear on the fruit, usually where it touches damp soil. White cottony fungus may grow on the spot. Treatment: Prevention is the only real cure. Never let the gourd sit on bare soil; place a wooden board, stone, or thick straw mulch under every fruit. Improve soil drainage and avoid watering in the late evening. If infection starts, harvest immediately and cut away the rotting part.",en,knowledge_base_9f196986-e39e-4b00-a922-855260aea186,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Blossom End Rot (Physiological),Non-pathogenic (Physiological),"Young fruits turn black and shrivel starting from the blossom end (tip), often dropping off. Treatment: This is often due to poor pollination or calcium deficiency. Hand-pollinate female flowers in the morning to ensure fruit set. Keep soil moisture consistent (not soaked) to help the roots absorb calcium. Add lime or crushed eggshells to the soil to boost calcium levels. Remove rotting young fruits immediately.",en,knowledge_base_2436346d-fa68-4a11-be29-9fa1fe29a227,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Mosaic Virus (Viral),Cucumber Mosaic Virus (CMV),"While this affects the whole plant, it specifically causes the fruit to become small, deformed, and ""warty"" (bumpy), making it unappealing. Treatment: There is no cure. Remove and burn the infected plant immediately to save the rest. The virus is spread by aphids, so control them using yellow sticky traps or insecticidal soap sprays. Sterilize pruning tools with alcohol after touching an infected plant.",en,knowledge_base_a3f9a1d8-fb38-439f-beca-150ad979d55c,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Downy Mildew (Fungal),Pseudoperonospora cubensis,"Yellow spots on top of leaves, grey fuzz below. Leaves dry up. Treatment: Trellis the vines to keep them off damp soil. Prune dense foliage. Spray Pseudomonas fluorescens (bio-agent).",en,knowledge_base_a2d25915-ea26-4113-a1ca-af205cb04bee,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Fruit Fly (Insect Infestation),Bactrocera cucurbitae,"Maggots bore into the developing gourd, causing soft rot and premature yellowing. Wrap individual fruits in newspaper or cloth bags when they are small. Use pheromone traps. Destroy all damaged fruits.",en,knowledge_base_dce4f288-6ee4-47f7-855c-a3769afe9b80,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Powdery Mildew (Fungal Infection),Erysiphe cichoracearum,"White powder on leaves and stems reduces plant energy, leading to small, poor-quality fruits. Spray wettable sulfur or Karathane. Remove weed hosts. Ensure vines are well-spaced.",en,knowledge_base_ee7b073a-e72a-41e2-9e67-e1e97b2d5050,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Downy Mildew (Fungal Infection),Pseudoperonospora cubensis,Yellow angular spots on leaves that turn brown; it can affect fruit quality. Spray Mancozeb or Metalaxyl. Avoid overhead watering. Prune lower leaves to increase airflow near the soil.,en,knowledge_base_49f06785-512b-45e2-8ca1-295eb59fd4c8,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Mosaic Virus (Viral Infection),Cucumber Mosaic Virus (CMV),"Fruits become bumpy, small, and mottled green/yellow. Leaves curl. Remove infected plants immediately. Control aphids and whiteflies. Use virus-resistant varieties if available.",en,knowledge_base_80cd054a-6b58-496b-bbfa-6c031e48448d,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Red Pumpkin Beetle (Insect Infestation),Aulacophora foveicollis,Orange beetles eat holes in flowers and young fruit skin. Handpick beetles in the early morning when they are sluggish. Dust wood ash on the plants. Spray Neem oil to repel them.,en,knowledge_base_0d91a3fa-eb73-4211-a53c-0c2b7751df05,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Gummy Stem Blight (Fungal Infection),Didymella bryoniae,Causes gummy ooze on stems and black rot on the fruit. Rotate crops (don't plant gourds for 2-3 years). Use treated seeds. Spray Chlorothalonil if symptoms appear.,en,knowledge_base_b1361a1e-ee6d-4a29-926c-7997f51f8ed7,2026-01-12 19:09:08.013000+00:00,,
vegetable,Ash Gourd,Blossom End Rot (Calcium Deficiency),Non-pathogenic (Physiological),The bottom end of the fruit turns black and leathery. This is not a germ but a calcium lack often caused by irregular watering. Water consistently. Mulch the soil. Add lime or gypsum to the soil before planting.,en,knowledge_base_e2ac1acd-402e-49b1-944d-d8537e01d2e5,2026-01-12 19:09:08.013000+00:00,,
vegetable,Asparagus,Asparagus Beetle (Insect),Crioceris asparagi,Blue-black beetles eat spear tips. Treatment: Handpick beetles. Cut and burn old ferns in autumn to remove hiding spots.,en,knowledge_base_60c2a884-9574-4503-aad2-9fe89a7622b6,2026-01-12 19:09:08.013000+00:00,,
vegetable,Attikka,Fig Fruit Fly (Insect Larvae),Silba adipata,"Almost every wild fig is infested with tiny wasps/flies. The fruit looks ripe but is full of insects inside. Treatment: For culinary use (cooking raw figs), harvest them when they are still firm and green (unripe). Cut them open and soak in salted turmeric water for 30 minutes to drive out any insects. Use pheromone traps in the garden.",en,knowledge_base_e487b6f2-fe99-435e-b4f8-9bbc8a243682,2026-01-12 19:09:08.013000+00:00,,
vegetable,Attikka,Rust (Fungal),Cerotelium fici,The undersides of leaves are covered in rusty brown dust. Leaves fall off early. Treatment: This usually affects the tree after the rains. Rake up and burn the fallen leaves. Prune the tree to improve airflow. It usually recovers on its own without chemical treatment.,en,knowledge_base_da47c1a2-4be6-448d-a6e1-6797d2a2d3d1,2026-01-12 19:09:08.013000+00:00,,
vegetable,Attikka,Fig Fruit Borer (Insect Infestation),Phycodes radiata,"This is the most common issue where larvae bore into the fruit, making it inedible and filled with frass. Collect and destroy all fallen, infested fruits immediately to break the breeding cycle. You can protect the fruit clusters by bagging them with fine mesh or cloth bags when they are small to physically prevent moths from laying eggs. Applying neem oil spray early in the fruit-setting stage helps repel the adult moths effectively.",en,knowledge_base_235f5d77-7109-436a-afc6-da9f69ee0d1b,2026-01-12 19:09:08.013000+00:00,,
vegetable,Attikka,Anthracnose (Fungal Infection),Colletotrichum gloeosporioides,"Symptoms include dark, sunken, circular spots on the fig skin which can turn pinkish during wet weather. Prune the tree to open up the canopy, allowing sunlight to dry the fruits quickly after rain. Remove and burn any dried, mummified fruits left on the tree from the previous season. If severe, spray a copper-based fungicide or Bordeaux mixture during the early fruit formation stage. Avoid overhead irrigation to keep the fruit surface dry.",en,knowledge_base_946bf951-ea49-4c14-b8eb-305a73430deb,2026-01-12 19:09:08.013000+00:00,,
vegetable,Attikka,Fruit Splitting and Sour Rot (Physiological/Fungal),Non-pathogenic / Saccharomyces spp.,"Sudden heavy watering after a dry spell causes the skin to split, allowing yeast and bacteria to enter and cause sour fermentation. Prevention is entirely about water management; keep the soil moisture consistent by mulching the base of the tree with organic matter. Harvest split fruits immediately if they aren't rotten yet. If they smell sour or attract fruit flies, dispose of them far away to prevent the spread of souring bacteria to healthy figs.",en,knowledge_base_85adf6dc-fc6d-4092-940c-5300e6ef1e7e,2026-01-12 19:09:08.013000+00:00,,
vegetable,Attikka,Fig Rust (Fungal Infection),Cerotelium fici,"While primarily on leaves, severe rust causes rusty-brown pustules on the fruit skin, making them rough and unappealing. Clean up all fallen leaves and debris around the tree base to remove overwintering spores. Avoid wetting the fruit clusters when watering. Thinning the fruit clusters can help improve airflow around individual figs. If necessary, use a sulfur-based organic fungicide, but ensure it is safe for edible fruits and apply it well before harvest time.",en,knowledge_base_d1967bb3-57a4-4544-90cb-78bc9396421c,2026-01-12 19:09:08.013000+00:00,,
vegetable,Attikka,Botrytis Limb Blight/Rot (Fungal Infection),Botrytis cinerea,"This fungus can attack ripening figs, causing them to turn brown, mushy, and covered in gray mold. It usually strikes during cool, damp weather. Promptly harvest ripe fruit; do not let over-ripe figs hang on the tree. Prune dense branches to increase air circulation, which helps the fruit dry out. If you spot a moldy fig, remove it gently without shaking it to avoid releasing spores onto adjacent healthy fruits.",en,knowledge_base_5b2258ef-2718-4a3d-abb1-ecb49d6aa115,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,"Downy Mildew / ""Crazy Top"" (Fungal)",Sclerophthora rayssiae var. zeae,"The plant looks bushy at the top (like a broom) and leaves have yellow/white streaks. It fails to produce cobs. Treatment: Use resistant hybrid seeds. There is no cure for the infected plant; pull it out and burn it. Drain the field well, as waterlogging encourages this fungus.",en,knowledge_base_42c0279f-f133-4bb4-9963-ecaedc27bc0a,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,Stem Borer (Insect Larvae),Chilo partellus,"You will see ""shot holes"" (pinholes) in the leaves as they unfurl. The central shoot may die. Treatment: Since Baby Corn is harvested very young (within 50-60 days), chemical sprays are risky. Apply a pinch of ash or sand mixed with lime into the central plant funnel to irritate and drive out the larvae.",en,knowledge_base_ceb2011e-09ce-42d9-a041-3ccb223ae8bc,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,Corn Earworm (Insect Infestation),Helicoverpa armigera,Larvae feed on the silk and the tip of the young cob. Apply Bacillus thuringiensis (Bt) or Spinosad to the silks. Mineral oil applied to the silk channel can suffocate larvae.,en,knowledge_base_7ddc5f1b-4fd8-4593-8b1b-e8cbc59107e4,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,Common Smut (Fungal Infection),Ustilago maydis,"Large, grey, puffball-like galls form on the kernels. Remove galls immediately before they burst and release spores. Avoid mechanical injury to plants. distinct varieties are more resistant.",en,knowledge_base_aa099c19-c7ae-4714-b85c-a33e04a2df14,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,Fusarium Stalk/Ear Rot (Fungal Infection),Fusarium moniliforme,White or pinkish mold on the kernels; kernels may rot. Plant resistant hybrids. Balance nitrogen fertilizers. Harvest baby corn early before the fungus can establish in the ear.,en,knowledge_base_771cbcc4-b8b9-4b41-90e9-bd49af9f0cd9,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,Turcicum Leaf Blight (Fungal Infection),Exserohilum turcicum,"Large, boat-shaped grey lesions on leaves reduce photosynthesis, leading to small, poorly filled ears. Spray Mancozeb or Zineb. Rotate crops with non-grass species.",en,knowledge_base_8f056eae-a832-4195-a3e7-31e913cfef96,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,Rust (Fungal Infection),Puccinia sorghi,Brown pustules on husks and leaves make the ear unappealing. Plant resistant varieties. Spray wettable sulfur if infection is early. destroy crop debris after harvest.,en,knowledge_base_d0df9449-aec9-41a6-aacc-b8f245ec4f17,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,Bacterial Stalk Rot (Bacterial Infection),Erwinia chrysanthemi pv. zeae,"The stalk and ear shank turn soft, slimy, and smell of rotting fish. The ear may drop. Avoid waterlogging. Use chlorinated water for irrigation if possible. Bleaching powder drenching (light) can help soil sanitation.",en,knowledge_base_5fc1b43c-7bf5-435f-8c13-f782a7aed27f,2026-01-12 19:09:08.013000+00:00,,
vegetable,Baby Corn,Aphids (Insect Infestation),Rhopalosiphum maidis,Swarms of aphids inside the husk make the baby corn sticky and sooty. Spray Neem oil or soap solution. Encourage ladybugs. Check husks carefully before marketing.,en,knowledge_base_f365eff4-2225-48e5-9780-e838a1fcd583,2026-01-12 19:09:08.013000+00:00,,
vegetable,Bamboo Shoots,Bamboo Blight / Rot (Fungal),Sarocladium oryzae,"The tender emerging shoot turns brown, soft, and rots before it grows tall. This often happens in waterlogged clumps. Treatment: Keep the bamboo clump clean; remove old, dead stems to improve airflow. Ensure water doesn't stagnate around the base. Cover the emerging shoot with a mound of dry soil to protect it from direct moisture and harvest it quickly while tender.",en,knowledge_base_5ac320e2-f9cc-427c-86a1-103149ceb793,2026-01-12 19:09:08.013000+00:00,,
vegetable,Bamboo Shoots,Shoot Borer (Insect Larvae),Cyrtotrachelus dux,"Larvae bore into the soft, young shoot, causing the tip to dry up (""dead heart"") and the shoot to die. Treatment: This is common in the forest areas of Malnad. Clear away fallen leaves around the clump to remove hiding spots. If you see a bore hole, the shoot is likely spoiled; remove it. Light traps during the monsoon season help catch the adult moths.",en,knowledge_base_fd0f509a-5314-428d-ab4d-0504fabb238c,2026-01-12 19:09:08.013000+00:00,,
vegetable,Bamboo Shoots,Rot of Emerging Culms (Fungal Infection),Fusarium oxysporum,"This infection attacks young, tender shoots just as they emerge, causing water-soaked brown lesions that eventually turn the whole shoot into a soft, rotting mass smelling of molasses. To save your crop, ensure excellent soil drainage and remove any rotting debris from the clump base before the rainy season. If infection spots appear, drench the soil with a copper-based fungicide or use Trichoderma bio-agents. Harvest healthy shoots early to minimize exposure to wet soil conditions.",en,knowledge_base_466ff9c7-0cd8-4aaa-8e3b-10dad2d3f7bc,2026-01-12 19:09:08.013000+00:00,,
vegetable,Bamboo Shoots,Bamboo Mosaic Virus (Viral Infection),Bamboo mosaic virus (BaMV),"This virus creates hard, brown, necrotic streaks inside the white flesh of the shoot (often called ""nails""), ruining its texture and market value. Since there is no chemical cure, your primary tool is sterilization. The virus spreads mainly through infected harvesting knives; always dip your tools in a bleach solution or heat them between cuts. Dig up and burn infected clumps to stop the spread. Always source certified virus-free seedlings for new plantations.",en,knowledge_base_4a2d4698-05e7-4b25-9ca1-354ac7cb30cd,2026-01-12 19:09:08.013000+00:00,,
vegetable,Bamboo Shoots,Bacterial Soft Rot (Bacterial Infection),Erwinia carotovora,"This causes the harvested shoots to become mushy, slimy, and foul-smelling, especially at the cut end. It enters through harvest wounds. Prevent this by harvesting carefully to avoid splitting the base. Keep harvested shoots dry and cool; never wash them in dirty water. If you must store them, trim the cut end cleanly and coat it with a lime paste or food-grade wax to seal out bacteria. Process or cook the shoots immediately after harvest if possible.",en,knowledge_base_1cd688e6-085c-485c-9885-14132dfc206f,2026-01-12 19:09:08.013000+00:00,,
vegetable,Bamboo Shoots,Bamboo Shoot Borer (Insect Infestation),Cyrtotrachelus buqueti,"Larvae bore deep into the tender shoot, creating tunnels filled with excrement and causing the shoot to rot from the inside. Watch for small entry holes or wilting tips on young shoots. Remove and destroy infested shoots immediately to kill the larvae before they mature. Light traps can catch adult moths at night. For organic control, apply neem oil to the soil and base of the clump during the emergence season to repel the pests from laying eggs.",en,knowledge_base_3b019825-08af-46b8-abc7-5ec80dfcb526,2026-01-12 19:09:08.013000+00:00,,
vegetable,Sundekayi,Little Leaf (Phytoplasma),Candidatus Phytoplasma asteris,Tiny leaves; bushy plant; no fruit. Remove plant. Control leafhoppers.,en,knowledge_base_e98ffe0d-5ca4-4cc2-910f-065c65aa2766,2026-01-12 19:09:08.013000+00:00,,
vegetable,Bamboo Shoots,Basal Rot (Fungal Infection),Ganoderma lucidum,"This fungus attacks the connection point between the rhizome and the shoot, causing the shoot to discolor and die before it fully emerges. It is often linked to waterlogging. Improve aeration by thinning out old, crowded culms from the center of the clump. Apply a soil drench of Bordeaux mixture (copper sulfate and lime) around the clump base. Avoid piling wet soil or compost directly against the emerging shoots during the wettest months.",en,knowledge_base_797062c5-472c-4b02-b871-69020b1b2b6a,2026-01-12 19:09:08.013000+00:00,,
vegetable,Bamboo Shoots,Bamboo Pit Scale (Insect),Bambusaspis spp.,Small waxy bumps on shoots causing stunted growth. Treatment: Scrub off scales with a soft brush. Apply Neem oil spray. Ensure the bamboo clump is thinned for light.,en,knowledge_base_cf2c8850-e139-4346-ad18-415d99a2b991,2026-01-12 19:09:08.013000+00:00,,
vegetable,Banana,Sigatoka Leaf Spot (Fungal),Mycosphaerella musicola,"Very Common. Small yellow spots on leaves turn into brown streaks. Leaves die early, leaving the bunch without food. Treatment: Cut off infected leaves and leave them on the ground (face down). Ensure good drainage. A spray of mineral oil or neem-based fungicides helps protect remaining green leaves.",en,knowledge_base_3ebb9b59-155e-4df2-8580-490c8ae64c89,2026-01-12 19:09:08.013000+00:00,,
vegetable,Banana,Rhizome Rot (Bacterial/Fungal),Erwinia carotovora / Pectobacterium spp.,The plant topples over easily. The underground rhizome is soft and rotting with a foul smell. Treatment: Use healthy suckers. Dip suckers in copper oxychloride solution before planting. Ensure excellent drainage.,en,knowledge_base_09b3ad5d-d54f-4c55-ab98-7c6c1d1ef138,2026-01-12 19:09:08.013000+00:00,,
vegetable,Banana,Panama Wilt (Fungal),Fusarium oxysporum f. sp. cubense,"The lower leaves turn bright yellow and hang down around the stem like a skirt. The plant eventually dies. Treatment: This fungus lives in the soil for years. There is no cure for the infected plant; dig it out and burn it. Do not replant banana in that spot. Use resistant varieties (like ""Nendran"" or ""Poovan"").",en,knowledge_base_302bea68-ec25-4a7d-b8ae-13bf1f5d209a,2026-01-12 19:09:08.013000+00:00,,
